nj,d,d_nj,fte,bk,kfc,roys,wendys,co_owned,centralj,southj,pa1,pa2,demp,restaurant_id,treat,post,did,state,period
1,1,1,30.25,0,0,1,0,0,0,0,0,0,3.25,150,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,44.0,1,0,0,0,0,1,0,0,0,21.5,151,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,17.5,1,0,0,0,0,1,0,0,0,-19.0,152,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,31.0,1,0,0,0,0,1,0,0,0,13.75,153,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,31.0,1,0,0,0,0,0,0,0,0,9.5,154,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,28.5,1,0,0,0,0,0,0,0,0,4.0,155,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,19.0,1,0,0,0,1,1,0,0,0,0.0,156,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,41.0,1,0,0,0,0,0,0,0,0,16.0,157,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,28.0,1,0,0,0,0,1,0,0,0,12.0,158,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,9.5,0,1,0,0,0,1,0,0,0,-9.5,159,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,25.0,0,0,1,0,1,1,0,0,0,2.25,160,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,28.0,0,0,1,0,1,1,0,0,0,-7.0,161,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,16.0,0,0,1,0,1,1,0,0,0,0.0,162,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,22.75,0,0,1,0,0,1,0,0,0,1.75,163,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,,0,0,1,0,1,1,0,0,0,,164,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,32.0,0,0,1,0,1,0,0,0,0,1.5,165,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,27.5,0,0,0,1,0,1,0,0,0,4.5,166,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,25.5,0,0,0,1,0,1,0,0,0,4.0,167,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,60.5,0,0,0,1,0,0,0,0,0,24.0,168,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,20.5,1,0,0,0,0,0,0,0,0,-2.5,169,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,16.0,1,0,0,0,0,0,0,0,0,2.0,170,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,25.0,1,0,0,0,0,0,0,0,0,7.75,171,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,13.0,1,0,0,0,0,0,0,0,0,-5.5,172,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,9.0,0,1,0,0,0,0,0,0,0,0.5,173,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,16.5,0,1,0,0,0,0,0,0,0,2.5,174,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,21.0,0,0,1,0,1,0,0,0,0,-2.0,175,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,21.5,0,0,0,1,0,0,0,0,0,-7.5,176,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,20.0,1,0,0,0,0,0,0,0,0,1.0,177,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,21.25,1,0,0,0,1,0,0,0,0,0.25,178,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,21.5,1,0,0,0,0,0,0,0,0,4.5,179,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,31.0,1,0,0,0,0,0,0,0,0,-5.0,180,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,33.0,1,0,0,0,0,0,0,0,0,8.0,181,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,37.75,1,0,0,0,0,0,0,0,0,8.25,182,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,9.0,0,1,0,0,1,0,0,0,0,-13.0,183,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,11.0,0,1,0,0,0,0,0,0,0,0.0,184,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,12.75,0,1,0,0,0,0,0,0,0,-0.75,185,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,10.5,0,1,0,0,0,0,1,0,0,-3.0,186,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,22.0,0,1,0,0,0,0,0,0,0,4.0,187,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,8.0,0,1,0,0,0,1,0,0,0,-1.5,188,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,25.0,0,0,1,0,0,0,0,0,0,1.0,189,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,12.5,0,0,1,0,0,0,0,0,0,-2.0,190,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,22.5,0,0,0,1,0,0,0,0,0,-6.5,191,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,11.5,0,0,0,1,0,0,0,0,0,1.0,192,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,23.5,0,0,0,1,0,0,0,0,0,5.5,193,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,30.0,1,0,0,0,0,0,0,0,0,,194,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,16.5,0,1,0,0,0,0,0,0,0,7.5,195,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,29.0,1,0,0,0,0,0,0,0,0,-4.0,196,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,30.0,1,0,0,0,0,0,0,0,0,10.5,197,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,22.5,1,0,0,0,0,0,0,0,0,-18.5,198,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,24.0,1,0,0,0,0,0,0,0,0,7.0,199,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,21.75,1,0,0,0,0,0,0,0,0,3.5,200,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,13.5,0,1,0,0,1,0,0,0,0,-3.5,201,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,24.0,0,0,1,0,1,0,0,0,0,-8.0,202,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,28.5,0,0,1,0,1,0,0,0,0,2.5,203,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,10.0,0,0,0,1,1,0,0,0,0,-1.5,204,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,23.5,1,0,0,0,0,0,1,0,0,2.5,205,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,30.5,1,0,0,0,0,0,1,0,0,7.75,206,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,24.75,1,0,0,0,1,0,1,0,0,6.25,207,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,22.5,1,0,0,0,0,0,1,0,0,2.5,208,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,28.0,1,0,0,0,0,0,1,0,0,10.0,209,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,14.0,0,1,0,0,0,0,1,0,0,3.5,210,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,9.0,0,1,0,0,1,0,1,0,0,-1.5,211,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,9.5,0,1,0,0,1,0,1,0,0,-1.5,212,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,15.5,0,1,0,0,1,0,1,0,0,5.0,213,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,12.0,0,1,0,0,0,0,1,0,0,-0.5,214,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,11.5,0,1,0,0,0,0,1,0,0,-6.5,215,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,12.5,0,0,1,0,1,0,1,0,0,-4.5,216,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,16.0,0,0,1,0,1,0,1,0,0,1.0,217,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,28.5,0,0,1,0,1,0,1,0,0,9.0,218,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,15.0,0,0,0,1,0,0,1,0,0,2.0,219,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,23.5,0,0,0,1,0,0,1,0,0,3.25,220,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,30.5,1,0,0,0,0,0,0,0,0,4.5,221,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,26.5,1,0,0,0,0,0,0,0,0,11.0,222,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,27.0,1,0,0,0,0,0,0,0,0,3.0,223,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,21.5,1,0,0,0,0,0,0,0,0,-4.0,224,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,,1,0,0,0,0,0,0,0,0,,225,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,21.5,1,0,0,0,0,0,0,0,0,0.0,226,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,37.5,0,1,0,0,1,0,0,0,0,23.5,227,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,11.5,0,1,0,0,0,0,0,0,0,-8.5,228,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,21.0,0,0,1,0,1,0,0,0,0,-1.5,229,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,28.0,0,0,1,0,1,0,0,0,0,-2.0,230,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,24.0,0,0,0,1,0,0,0,0,0,0.0,231,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,23.0,0,0,0,1,0,0,0,0,0,1.0,232,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,19.0,1,0,0,0,0,0,1,0,0,6.0,233,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,7.0,0,1,0,0,1,0,1,0,0,2.0,234,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,14.0,0,0,1,0,1,0,1,0,0,0.5,235,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,,1,0,0,0,0,0,1,0,0,,236,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,32.0,1,0,0,0,0,0,1,0,0,14.0,237,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,22.0,1,0,0,0,1,0,1,0,0,-2.0,238,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,14.25,1,0,0,0,0,0,1,0,0,-2.25,239,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,16.5,1,0,0,0,0,0,1,0,0,9.5,240,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,0.0,1,0,0,0,0,0,1,0,0,-11.0,241,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,47.5,1,0,0,0,0,0,1,0,0,28.0,242,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,15.5,0,1,0,0,1,0,1,0,0,5.5,243,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,10.5,0,1,0,0,1,0,1,0,0,-2.5,244,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,7.0,0,1,0,0,1,0,1,0,0,-3.0,245,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,11.0,0,1,0,0,1,0,1,0,0,-1.5,246,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,8.5,0,1,0,0,1,0,1,0,0,0.5,247,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,0.0,0,0,1,0,1,0,1,0,0,-12.0,248,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,15.0,0,0,1,0,1,0,1,0,0,-5.5,249,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,13.5,0,0,1,0,1,0,1,0,0,-5.0,250,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,12.5,0,0,1,0,1,0,1,0,0,1.0,251,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,12.5,0,0,1,0,1,0,1,0,0,-2.5,252,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,12.5,0,0,1,0,1,0,1,0,0,-0.5,253,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,10.0,0,0,1,0,1,0,1,0,0,0.0,254,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,13.5,0,0,0,1,0,0,1,0,0,-3.5,255,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,16.0,0,0,0,1,0,0,1,0,0,-1.0,256,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,23.5,0,0,0,1,0,0,1,0,0,3.0,257,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,,1,0,0,0,0,0,0,0,0,,258,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,34.0,1,0,0,0,1,0,0,0,0,14.5,259,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,32.5,0,0,1,0,1,0,0,0,0,2.0,260,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,21.5,0,0,1,0,0,0,0,0,0,-1.5,261,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,20.0,0,0,1,0,1,0,0,0,0,7.0,262,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,43.5,0,0,1,0,1,0,0,0,0,13.25,263,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,17.5,0,0,0,1,0,0,0,0,0,-0.5,264,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,7.0,1,0,0,0,0,0,1,0,0,-3.0,265,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,,1,0,0,0,0,0,1,0,0,,266,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,22.0,1,0,0,0,0,0,1,0,0,5.0,267,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,22.0,1,0,0,0,1,0,1,0,0,-3.5,268,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,7.0,1,0,0,0,0,0,1,0,0,1.0,269,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,14.0,0,1,0,0,0,0,1,0,0,2.5,270,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,27.0,0,1,0,0,0,0,1,0,0,18.5,271,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,18.5,0,0,1,0,1,0,1,0,0,0.0,272,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,11.5,0,0,1,0,1,0,1,0,0,-4.0,273,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,16.0,1,0,0,0,0,1,0,0,0,1.75,274,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,25.0,1,0,0,0,0,0,1,0,0,-13.0,275,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,30.5,1,0,0,0,1,0,1,0,0,5.75,276,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,11.5,1,0,0,0,1,0,1,0,0,-11.5,277,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,25.5,1,0,0,0,0,0,1,0,0,1.5,278,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,9.5,0,1,0,0,1,0,1,0,0,2.0,279,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,11.5,0,1,0,0,1,0,1,0,0,-3.5,280,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,12.0,0,1,0,0,1,0,1,0,0,2.75,281,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,0.0,0,0,1,0,1,1,0,0,0,-11.25,282,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,17.0,0,0,1,0,1,0,1,0,0,0.5,283,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,24.0,0,0,1,0,1,0,1,0,0,5.25,284,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,,0,0,1,0,1,0,0,0,0,,285,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,,0,0,1,0,1,0,1,0,0,,286,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,13.5,0,0,0,1,0,1,0,0,0,0.0,287,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,17.0,1,0,0,0,1,0,1,0,0,2.0,288,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,28.0,1,0,0,0,0,0,1,0,0,10.5,289,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,21.5,1,0,0,0,0,0,1,0,0,4.0,290,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,30.0,0,1,0,0,0,0,1,0,0,,291,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,19.5,0,1,0,0,0,0,1,0,0,4.0,292,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,20.0,0,1,0,0,0,0,1,0,0,3.5,293,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,14.5,0,0,1,0,0,0,1,0,0,1.0,294,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,14.5,0,0,0,1,0,0,1,0,0,1.5,295,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,0.0,1,0,0,0,1,0,0,0,0,-11.5,296,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,31.5,1,0,0,0,0,0,0,0,0,2.45,297,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,11.5,1,0,0,0,0,0,0,0,0,-1.5,298,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,20.0,1,0,0,0,0,0,0,0,0,2.0,299,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,34.0,1,0,0,0,0,0,0,0,0,4.0,300,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,25.0,1,0,0,0,0,0,0,0,0,4.5,301,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,10.0,1,0,0,0,0,0,0,0,0,0.0,302,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,18.0,1,0,0,0,0,0,0,0,0,,303,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,25.0,1,0,0,0,0,0,0,0,0,-1.0,304,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,23.0,1,0,0,0,0,0,0,0,0,10.5,305,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,17.5,0,1,0,0,0,0,0,0,0,-2.0,306,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,23.0,0,1,0,0,1,0,0,0,0,11.0,307,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,26.0,0,0,1,0,1,0,0,0,0,-10.0,308,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,16.5,0,0,1,0,1,0,0,0,0,-4.5,309,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,35.5,0,0,1,0,1,0,0,0,0,11.0,310,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,31.0,0,0,1,0,1,0,0,0,0,11.0,311,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,23.0,0,0,1,0,1,0,0,0,0,-3.5,312,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,22.5,0,0,1,0,0,0,0,0,0,7.5,313,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,21.5,0,0,1,0,1,0,0,0,0,2.5,314,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,12.0,0,0,1,0,1,0,0,0,0,-5.5,315,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,20.5,1,0,0,0,0,0,0,0,0,0.0,316,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,25.0,1,0,0,0,0,0,0,0,0,4.0,317,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,8.5,0,1,0,0,0,1,0,0,0,-2.0,318,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,13.0,1,0,0,0,0,0,0,0,0,-10.0,319,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,21.5,1,0,0,0,0,0,0,0,0,-1.5,320,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,23.0,1,0,0,0,0,0,0,0,0,-6.0,321,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,25.5,1,0,0,0,1,0,0,0,0,4.5,322,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,21.5,1,0,0,0,0,0,0,0,0,-20.0,323,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,9.5,0,1,0,0,1,0,0,0,0,-2.5,324,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,36.5,0,1,0,0,1,0,0,0,0,3.5,325,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,16.0,0,1,0,0,0,0,0,0,0,9.5,326,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,23.75,0,1,0,0,1,0,0,0,0,14.75,327,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,17.5,0,1,0,0,1,0,0,0,0,7.75,328,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,20.5,0,0,1,0,1,0,0,0,0,-4.0,329,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,20.5,0,0,0,1,0,0,0,0,0,6.5,330,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,25.0,0,0,0,1,0,0,0,0,0,5.5,331,1,1,1,New Jersey,Post (Nov 1992)
0,0,0,40.5,1,0,0,0,0,0,0,1,0,-16.5,332,0,0,0,Pennsylvania,Pre (Feb 1992)
0,0,0,13.75,0,1,0,0,0,0,0,1,0,-2.25,333,0,0,0,Pennsylvania,Pre (Feb 1992)
0,0,0,8.5,0,1,0,0,1,0,0,1,0,2.0,334,0,0,0,Pennsylvania,Pre (Feb 1992)
0,0,0,34.0,0,0,0,1,1,0,0,1,0,-14.0,335,0,0,0,Pennsylvania,Pre (Feb 1992)
0,0,0,24.0,0,0,0,1,1,0,0,1,0,11.5,336,0,0,0,Pennsylvania,Pre (Feb 1992)
0,0,0,20.5,0,0,0,1,1,0,0,1,0,,337,0,0,0,Pennsylvania,Pre (Feb 1992)
0,0,0,70.5,1,0,0,0,0,0,0,0,1,-41.5,338,0,0,0,Pennsylvania,Pre (Feb 1992)
0,0,0,23.5,1,0,0,0,0,0,0,0,1,13.0,339,0,0,0,Pennsylvania,Pre (Feb 1992)
0,0,0,11.0,0,1,0,0,1,0,0,0,1,0.0,340,0,0,0,Pennsylvania,Pre (Feb 1992)
0,0,0,9.0,0,1,0,0,1,0,0,1,0,-0.5,341,0,0,0,Pennsylvania,Pre (Feb 1992)
0,0,0,15.5,0,0,1,0,1,0,0,0,1,2.0,342,0,0,0,Pennsylvania,Pre (Feb 1992)
0,0,0,58.0,1,0,0,0,0,0,0,0,1,-29.0,343,0,0,0,Pennsylvania,Pre (Feb 1992)
0,0,0,26.5,1,0,0,0,0,0,0,0,1,4.0,344,0,0,0,Pennsylvania,Pre (Feb 1992)
0,0,0,28.5,1,0,0,0,0,0,0,0,1,-2.5,345,0,0,0,Pennsylvania,Pre (Feb 1992)
0,0,0,13.5,1,0,0,0,0,0,0,0,1,4.5,346,0,0,0,Pennsylvania,Pre (Feb 1992)
0,0,0,16.75,0,1,0,0,1,0,0,0,1,3.25,347,0,0,0,Pennsylvania,Pre (Feb 1992)
0,0,0,9.5,0,1,0,0,1,0,0,0,1,4.0,348,0,0,0,Pennsylvania,Pre (Feb 1992)
0,0,0,15.0,0,0,1,0,1,0,0,0,1,4.0,349,0,0,0,Pennsylvania,Pre (Feb 1992)
0,0,0,29.5,0,0,1,0,0,0,0,0,1,-14.0,350,0,0,0,Pennsylvania,Pre (Feb 1992)
0,0,0,18.5,0,0,1,0,0,0,0,0,1,-4.0,351,0,0,0,Pennsylvania,Pre (Feb 1992)
0,0,0,20.25,0,0,1,0,1,0,0,0,1,-6.25,352,0,0,0,Pennsylvania,Pre (Feb 1992)
0,0,0,36.0,0,0,1,0,1,0,0,1,0,-17.0,353,0,0,0,Pennsylvania,Pre (Feb 1992)
0,0,0,21.0,0,0,1,0,0,0,0,0,1,0.0,354,0,0,0,Pennsylvania,Pre (Feb 1992)
0,0,0,20.5,0,0,1,0,1,0,0,0,1,-2.5,355,0,0,0,Pennsylvania,Pre (Feb 1992)
0,0,0,19.0,0,0,0,1,1,0,0,0,1,1.5,356,0,0,0,Pennsylvania,Pre (Feb 1992)
0,0,0,14.0,0,0,1,0,1,0,0,0,1,-0.5,357,0,0,0,Pennsylvania,Pre (Feb 1992)
0,0,0,19.0,0,0,1,0,1,0,0,0,1,-1.5,358,0,0,0,Pennsylvania,Pre (Feb 1992)
0,0,0,32.5,1,0,0,0,0,0,0,1,0,-7.0,359,0,0,0,Pennsylvania,Pre (Feb 1992)
0,0,0,19.0,1,0,0,0,0,0,0,1,0,-3.5,360,0,0,0,Pennsylvania,Pre (Feb 1992)
0,0,0,27.0,1,0,0,0,0,0,0,1,0,-1.5,361,0,0,0,Pennsylvania,Pre (Feb 1992)
0,0,0,19.5,1,0,0,0,0,0,0,1,0,7.5,362,0,0,0,Pennsylvania,Pre (Feb 1992)
0,0,0,24.0,1,0,0,0,0,0,0,1,0,-8.0,363,0,0,0,Pennsylvania,Pre (Feb 1992)
0,0,0,18.0,1,0,0,0,0,0,0,1,0,1.0,364,0,0,0,Pennsylvania,Pre (Feb 1992)
0,0,0,,1,0,0,0,0,0,0,1,0,,365,0,0,0,Pennsylvania,Pre (Feb 1992)
0,0,0,19.0,1,0,0,0,0,0,0,1,0,6.0,366,0,0,0,Pennsylvania,Pre (Feb 1992)
0,0,0,14.0,0,1,0,0,0,0,0,1,0,3.0,367,0,0,0,Pennsylvania,Pre (Feb 1992)
0,0,0,10.5,0,1,0,0,0,0,0,1,0,6.0,368,0,0,0,Pennsylvania,Pre (Feb 1992)
0,0,0,38.0,0,0,0,1,1,0,0,1,0,-18.0,369,0,0,0,Pennsylvania,Pre (Feb 1992)
0,0,0,23.5,0,0,0,1,1,0,0,1,0,-5.5,370,0,0,0,Pennsylvania,Pre (Feb 1992)
0,0,0,10.5,0,0,0,1,0,0,0,1,0,1.5,371,0,0,0,Pennsylvania,Pre (Feb 1992)
0,0,0,25.0,0,0,0,1,0,0,0,1,0,0.0,372,0,0,0,Pennsylvania,Pre (Feb 1992)
0,0,0,11.0,0,1,0,0,1,0,0,0,1,0.0,373,0,0,0,Pennsylvania,Pre (Feb 1992)
0,0,0,36.5,1,0,0,0,0,0,0,1,0,-9.5,374,0,0,0,Pennsylvania,Pre (Feb 1992)
0,0,0,52.5,1,0,0,0,0,0,0,1,0,-18.5,375,0,0,0,Pennsylvania,Pre (Feb 1992)
0,0,0,29.0,1,0,0,0,0,0,0,1,0,-4.0,376,0,0,0,Pennsylvania,Pre (Feb 1992)
0,0,0,45.0,1,0,0,0,0,0,0,1,0,-7.5,377,0,0,0,Pennsylvania,Pre (Feb 1992)
0,0,0,22.75,1,0,0,0,0,0,0,1,0,-1.75,378,0,0,0,Pennsylvania,Pre (Feb 1992)
0,0,0,7.5,0,1,0,0,0,0,0,1,0,2.0,379,0,0,0,Pennsylvania,Pre (Feb 1992)
0,0,0,15.5,0,0,0,1,0,0,0,1,0,2.5,380,0,0,0,Pennsylvania,Pre (Feb 1992)
0,0,0,38.0,0,0,0,1,0,0,0,1,0,-20.0,381,0,0,0,Pennsylvania,Pre (Feb 1992)
0,0,0,17.5,0,0,0,1,0,0,0,1,0,1.5,382,0,0,0,Pennsylvania,Pre (Feb 1992)
0,0,0,25.0,0,0,0,1,0,0,0,1,0,6.5,383,0,0,0,Pennsylvania,Pre (Feb 1992)
0,0,0,,1,0,0,0,0,0,0,0,1,,384,0,0,0,Pennsylvania,Pre (Feb 1992)
0,0,0,21.0,1,0,0,0,0,0,0,0,1,3.5,385,0,0,0,Pennsylvania,Pre (Feb 1992)
0,0,0,15.5,1,0,0,0,0,0,0,0,1,12.0,386,0,0,0,Pennsylvania,Pre (Feb 1992)
0,0,0,15.5,1,0,0,0,0,0,0,0,1,19.0,387,0,0,0,Pennsylvania,Pre (Feb 1992)
0,0,0,8.5,0,1,0,0,1,0,0,0,1,5.5,388,0,0,0,Pennsylvania,Pre (Feb 1992)
0,0,0,18.0,0,0,1,0,1,0,0,0,1,-3.0,389,0,0,0,Pennsylvania,Pre (Feb 1992)
